Repositorio;Nome;Estrelas;Anos;nº Releases;média CBO;desvio padão CBO;média LCOM;desvio padão LCOM;DIT máximo;LOC Total
xuexiangjys/XUI;XUI;4689;5.21;23;5.732487922705314;6.434662894345266;52.74094202898551;352.06322673411415;9.0;90921.0
spring-attic/spring-security-oauth;spring-security-oauth;4688;12.66;0;6.064064064064064;6.462945889412148;13.3993993993994;72.74280139501387;24.0;35204.0
orientechnologies/orientdb;orientdb;4683;11.29;210;6.672608778991758;9.372499380712918;321.5671842054821;16745.86805854095;7.0;475102.0
kyleduo/SwitchButton;SwitchButton;4680;9.54;0;4.37037037037037;6.09886539629176;82.48148148148148;409.09207243741423;3.0;1543.0
jgilfelt/chuck;chuck;4672;7.12;5;5.833333333333333;6.454664856729466;55.73809523809524;278.1764650210546;4.0;1698.0
gabrielemariotti/cardslib;cardslib;4668;10.51;27;5.901356350184956;6.104526075315806;18.620221948212084;104.3180841162589;20.0;32257.0
wdullaer/MaterialDateTimePicker;MaterialDateTimePicker;4666;9.22;54;6.589041095890411;7.363061484394156;127.63013698630137;458.57191984148415;3.0;7536.0
gunnarmorling/1brc;1brc;4666;0.23;0;3.2983333333333333;2.6222122763464863;7.58;23.507309501514627;5.0;53431.0
NekoX-Dev/NekoX;NekoX;4661;3.97;187;6.401541623843782;12.882998575628848;52.107502569373075;715.8292932941176;1520.0;1098115.0
apache/ignite;ignite;4659;9.09;0;5.540176009183088;8.728279368263358;458.1453032332122;58945.38084448604;59.0;1102645.0
ronmamo/reflections;reflections;4654;10.94;3;2.771573604060914;5.4319606972212195;13.65989847715736;71.1835481619433;5.0;4782.0
line/armeria;armeria;4636;8.35;230;6.40885369803851;6.492102653876044;37.00287925139464;254.45086297529795;24.0;259879.0
hansonwang99/Spring-Boot-In-Action;Spring-Boot-In-Action;4635;5.15;0;3.8656716417910446;3.327387583523575;6.007462686567164;15.55034974346655;4.0;2714.0
techGay/v9porn;v9porn;4631;5.95;9;4.925876010781671;7.062764741653755;49.703504043126685;524.1421187117743;5.0;24718.0
pmd/pmd;pmd;4617;11.7;90;5.341509433962264;7.366609074601234;25.413477088948788;192.32753097637325;28.0;120072.0
romandanylyk/PageIndicatorView;PageIndicatorView;4616;7.59;14;5.513888888888889;5.51511321419897;22.805555555555557;160.8668047113036;4.0;3532.0
graphhopper/graphhopper;graphhopper;4604;12.1;41;6.664244186046512;8.426791473925551;30.574127906976745;162.51731222394514;8.0;93666.0
xuchengsheng/spring-reading;spring-reading;4594;0.52;0;2.605911330049261;2.0201849722703367;0.541871921182266;3.49834168220712;2.0;2080.0
201206030/novel;novel;4593;4.36;10;4.33502538071066;5.516881487265563;20.934010152284262;67.79680532925344;4.0;4419.0
CellularPrivacy/Android-IMSI-Catcher-Detector;Android-IMSI-Catcher-Detector;4578;10.33;48;5.059760956175299;6.848416685500126;4.964143426294821;16.32985159000352;4.0;12171.0
go-lang-plugin-org/go-lang-idea-plugin;go-lang-idea-plugin;4568;13.57;21;8.120141342756185;8.866484157927449;110.02915194346289;2011.4471488315044;24.0;45363.0
chentao0707/SimplifyReader;SimplifyReader;4568;8.6;0;4.556962025316456;7.010384404930092;60.29430379746835;341.6442215884361;7.0;34709.0
danielzeller/Depth-LIB-Android-;Depth-LIB-Android-;4561;7.91;0;3.787037037037037;4.5826785914683486;13.351851851851851;54.262447763728694;3.0;3771.0
Fuzion24/JustTrustMe;JustTrustMe;4552;9.67;1;2.6153846153846154;4.261427379835244;1.6153846153846154;6.403586273313049;2.0;556.0
LWJGL/lwjgl3;lwjgl3;4542;11.25;18;6.6676944971537;6.937892679802657;1032.952205882353;19608.6853824186;18.0;898225.0
jdamcd/android-crop;android-crop;4542;10.03;6;4.290322580645161;5.472473925354388;26.483870967741936;79.12622458624999;3.0;1676.0
zhanghai/Douya;Douya;4542;8.14;11;5.603697749196141;6.350913484080687;28.39790996784566;198.51911964291742;14.0;44631.0
jeequan/jeepay;jeepay;4541;6.61;0;8.964083175803403;7.479564797891694;4.317580340264651;29.28307338009127;4.0;16508.0
querydsl/querydsl;querydsl;4539;12.64;35;5.203589108910891;6.188310362134337;42.900061881188115;572.7568775814289;23.0;98628.0
jagrosh/MusicBot;MusicBot;4529;7.61;35;6.5777777777777775;6.562482216319233;9.1;53.154920332510656;14.0;3867.0
javagrowing/JGrowing;JGrowing;4526;5.07;0;1.5263157894736843;1.6341236522378972;1.9473684210526316;4.28551641806785;1.0;329.0
apache/rocketmq-externals;rocketmq-externals;4525;7.03;0;5.774703557312253;5.794967867046885;16.1699604743083;90.10217502078793;4.0;9956.0
mik3y/usb-serial-for-android;usb-serial-for-android;4524;10.73;27;6.631578947368421;7.385694040122;36.80701754385965;86.79264230205013;5.0;7341.0
alibaba/QLExpress;QLExpress;4523;7.02;5;4.173252279635259;4.054013966466613;12.270516717325227;81.98489229965784;6.0;12251.0
Netflix/ribbon;ribbon;4512;11.19;41;4.385915492957746;5.968256304550117;13.377464788732395;99.85626881544151;6.0;21788.0
alibaba/dexposed;dexposed;4502;8.73;0;2.9166666666666665;3.1917863337009265;82.83333333333333;418.47809580271536;6.0;2414.0
JakeWharton/NineOldAndroids;NineOldAndroids;4499;12.29;0;4.2898550724637685;4.3425813777607285;30.144927536231883;107.6797150116713;4.0;7585.0
castorflex/SmoothProgressBar;SmoothProgressBar;4498;10.32;9;4.854166666666667;4.949703624685242;26.3125;94.34094998329199;3.0;2208.0
HotBitmapGG/bilibili-android-client;bilibili-android-client;4481;7.81;1;4.92128801431127;6.307921117454189;42.7906976744186;172.94782171771186;6.0;38892.0
zlt2000/microservices-platform;microservices-platform;4460;5.05;30;6.354570637119114;5.681923262634046;6.678670360110804;31.149213129138076;4.0;7987.0
changmingxie/tcc-transaction;tcc-transaction;5705;8.3;7;5.3394308943089435;5.671264581426392;31.29471544715447;102.13117527936032;6.0;23218.0
dmytrodanylyk/circular-progress-button;circular-progress-button;5703;9.8;3;3.9743589743589745;4.317449267661372;25.333333333333332;130.21054613504361;3.0;1429.0
btraceio/btrace;btrace;5699;9.57;31;4.898950131233596;4.994382560987105;100.51443569553805;1556.4937194253334;9.0;39718.0
k0shk0sh/FastHub;FastHub;5693;7.09;63;8.07387580299786;7.854532820905529;34.75695931477516;131.533004585355;6.0;40321.0
jpush/aurora-imui;aurora-imui;5693;7.28;42;4.804093567251462;7.033311355458687;50.26900584795322;406.9052839322612;21.0;17788.0
JakeWharton/u2020;u2020;5681;10.36;0;6.2164179104477615;8.057963466555053;23.619402985074625;183.89844677974253;7.0;4806.0
apache/incubator-kie-drools;incubator-kie-drools;5669;13.1;4;;;;;;
gephi/gephi;gephi;5650;12.42;19;4.484873949579832;4.883794823174658;24.630252100840337;124.11492475522543;20.0;125187.0
amitshekhariitbhu/Fast-Android-Networking;Fast-Android-Networking;5645;8.01;8;3.219130434782609;4.592316752675038;13.768695652173912;100.39418168245598;18.0;19596.0
daimajia/AndroidImageSlider;AndroidImageSlider;5640;9.81;5;4.063492063492063;7.023482191278544;59.095238095238095;358.3319696224644;6.0;3813.0
auth0/java-jwt;java-jwt;5638;10.05;44;5.662790697674419;5.450859682818292;142.74418604651163;528.3470975499476;6.0;8924.0
journeyapps/zxing-android-embedded;zxing-android-embedded;5627;11.32;9;5.4375;5.660190846311338;21.916666666666668;87.85815588524243;5.0;5169.0
AntennaPod/AntennaPod;AntennaPod;5614;11.65;53;7.609090909090909;9.311027979267196;21.593506493506492;98.96751249406516;8.0;49012.0
amlcurran/ShowcaseView;ShowcaseView;5595;11.61;13;5.384615384615385;5.548921746103354;17.815384615384616;117.95695333568382;4.0;2086.0
kestra-io/kestra;kestra;5594;4.58;64;8.107266435986158;7.984885102835385;9.84083044982699;57.86349460251128;6.0;36119.0
hanks-zyh/HTextView;HTextView;5592;8.26;0;4.197802197802198;4.05787737567797;3.4835164835164836;8.515483812292794;3.0;3076.0
LSPosed/LSPatch;LSPatch;5588;3.06;9;4.342465753424658;5.8759299539876775;23.876712328767123;186.24011936321372;6.0;7008.0
hongyangAndroid/FlowLayout;FlowLayout;5584;8.57;0;4.323529411764706;3.7551579291242008;5.0;15.770411610130573;3.0;810.0
PojavLauncherTeam/PojavLauncher;PojavLauncher;5583;4.03;124;6.1120448179271705;7.923570165402625;132.9047619047619;1682.7968655335656;6.0;24385.0
knightliao/disconf;disconf;5572;9.82;12;4.437647058823529;5.1235552103085205;12.616470588235295;68.1350645617759;7.0;14009.0
nhaarman/ListViewAnimations;ListViewAnimations;5572;11.02;14;6.474452554744525;5.481329014572754;10.459854014598541;44.89371301854891;6.0;5697.0
alipay/SoloPi;SoloPi;5560;5.02;8;4.623076923076923;6.671970769671267;13.135897435897435;70.3118656768816;7.0;56327.0
gz-yami/mall4cloud;mall4cloud;5556;2.63;4;5.598470363288719;6.791581615073746;49.443594646271514;141.34668528749808;4.0;19166.0
yanzhenjie/SwipeRecyclerView;SwipeRecyclerView;5556;7.64;0;4.847272727272728;5.236787861603524;26.94181818181818;115.22873803622726;6.0;11090.0
crazycodeboy/react-native-splash-screen;react-native-splash-screen;5556;7.52;12;3.4166666666666665;2.8418988174966553;2.0;2.581988897471611;2.0;246.0
wasabeef/Blurry;Blurry;5538;8.67;0;5.142857142857143;4.372922247146848;0.6428571428571429;1.5402756180605586;1.0;636.0
emilsjolander/StickyListHeaders;StickyListHeaders;5515;12.04;16;4.813953488372093;6.8683832901995565;3.9767441860465116;15.347885805608573;3.0;2112.0
Nepxion/Discovery;Discovery;5508;5.75;128;4.7828220858895705;5.046843088968151;18.60368098159509;112.44583147954052;6.0;25572.0
ffay/lanproxy;lanproxy;5508;7.34;1;4.238095238095238;3.857436790681645;8.206349206349206;26.953315742758786;4.0;2668.0
vavr-io/vavr;vavr;5498;10.15;16;8.550079491255962;10.740298428234869;1212.5945945945946;9825.898003567154;9.0;64440.0
Col-E/Recaf;Recaf;5498;6.66;168;;;;;;
sockeqwe/mosby;mosby;5494;9.0;15;5.380664652567976;5.679782413010494;9.637462235649547;27.95488896641707;10.0;17138.0
AriaLyy/Aria;Aria;5487;8.09;26;5.9526315789473685;6.601863247443871;44.35263157894737;360.0352568531105;7.0;42723.0
alibaba/freeline;freeline;5485;7.64;22;3.8;4.607240678178932;13.866666666666667;63.30102099697334;14.0;5357.0
pig-mesh/pig;pig;5460;4.58;15;7.179775280898877;6.400600038150934;5.50561797752809;50.84242535156382;5.0;7341.0
LandGrey/SpringBootVulExploit;SpringBootVulExploit;5457;3.84;0;3.4285714285714284;2.8464084064530395;3.5714285714285716;7.178482586514922;1.0;258.0
dm77/barcodescanner;barcodescanner;5454;10.08;6;5.287671232876712;6.2207770559298625;11.821917808219178;32.60025315716203;5.0;2796.0
facebookarchive/rebound;rebound;5438;10.45;10;4.379310344827586;5.598114172022256;34.93103448275862;236.73180873458037;3.0;4095.0
scribejava/scribejava;scribejava;5420;13.55;9;4.208502024291498;3.9841600061304447;10.935222672064777;89.82407374947108;6.0;12671.0
TommyLemon/Android-ZBLibrary;Android-ZBLibrary;5414;8.59;25;5.377358490566038;6.400844328427893;26.666666666666668;131.40348667471702;5.0;14727.0
apache/dubbo-spring-boot-project;dubbo-spring-boot-project;5404;6.18;13;7.228915662650603;5.073734161570234;12.759036144578314;73.17689252128012;2.0;1860.0
apache/iceberg;iceberg;5394;5.34;18;8.395251051199605;7.951752682258662;31.907989116992333;145.84538566712916;33.0;265733.0
wuhaoyu1990/MagicCamera;MagicCamera;5390;8.21;0;3.5426136363636362;4.9821729912117165;7.630681818181818;33.17241412116449;8.0;14543.0
Evernote/android-job;android-job;5386;8.59;31;6.994708994708994;6.039111811861284;32.00529100529101;135.03613066791377;30.0;10693.0
google/google-java-format;google-java-format;5383;8.87;26;5.759036144578313;9.766046864527086;64.51807228915662;342.1155431343558;6.0;12900.0
jgilfelt/SystemBarTint;SystemBarTint;5367;10.35;3;8.0;4.876246279442598;22.555555555555557;35.0622022224982;3.0;807.0
motianhuo/wechat;wechat;5352;8.83;0;5.2362204724409445;7.259266890940957;15.453543307086614;96.4559658786677;6.0;34426.0
danikula/AndroidVideoCache;AndroidVideoCache;5347;8.98;20;4.8311688311688314;4.860128258161687;14.324675324675324;34.021552205991064;4.0;3217.0
XRecyclerView/XRecyclerView;XRecyclerView;5335;8.35;0;3.9096385542168677;4.831899884710255;9.042168674698795;62.900222422810394;4.0;5151.0
baidu/uid-generator;uid-generator;5331;6.99;0;2.88;3.3144531977386555;11.72;20.7702094356316;4.0;873.0
opengoofy/hippo4j;hippo4j;5116;2.77;18;4.6602914389799635;4.891005899902138;5.8469945355191255;24.83831678976996;5.0;27623.0
razerdp/BasePopup;BasePopup;5106;8.19;15;5.887323943661972;6.565593835761337;34.29401408450704;226.17252350076484;10.0;28287.0
zfdang/Android-Touch-Helper;Android-Touch-Helper;5101;3.43;112;4.127272727272727;5.1241125012649595;1.9454545454545455;8.367508984851478;2.0;2257.0
hustcc/JS-Sorting-Algorithm;JS-Sorting-Algorithm;5091;7.18;0;3.5833333333333335;3.522743564641375;2.8333333333333335;4.2784992176644785;1.0;389.0
apache/hbase;hbase;5086;9.84;39;8.05464919318891;10.799424717163372;70.64045645003121;883.4971296608743;109.0;924820.0
apache/pinot;pinot;5079;9.85;18;7.1341172147712655;7.9757589561464926;46.93496233694653;415.65258041480666;32.0;415217.0
lingochamp/okdownload;okdownload;5077;6.27;8;6.443148688046647;6.836840992043519;35.25947521865889;203.93603515206394;6.0;18986.0
apache/groovy;groovy;5064;8.94;0;;;;;;
JanusGraph/janusgraph;janusgraph;5063;7.24;26;7.051183269124931;10.019744952521402;41.80792515134838;624.7086479815158;11.0;100437.0
CoderLeixiaoshuai/java-eight-part;java-eight-part;5056;3.43;0;;;;;;
spring-projects/spring-data-examples;spring-data-examples;5036;10.15;0;2.611691655308193;1.583669185111176;0.4438891412994094;2.0444833825460917;4.0;50633.0
wequick/Small;Small;5036;8.32;25;3.8054054054054056;4.948925405932513;20.167567567567566;142.91051453393325;7.0;7726.0
CodingDocs/springboot-guide;springboot-guide;5030;5.32;0;4.115107913669065;3.1027468375610225;1.3525179856115108;5.482297619149139;4.0;1522.0
alibaba/UltraViewPager;UltraViewPager;5004;6.98;10;5.208333333333333;6.708074529169223;58.375;122.25274792412644;2.0;1518.0
orhanobut/dialogplus;dialogplus;5004;9.28;9;5.241379310344827;6.184826663385455;57.86206896551724;250.73653216321836;2.0;1047.0
apache/hudi;hudi;5000;7.27;26;9.007847533632287;10.04591170594585;57.15022421524664;1077.6491031594228;17.0;233299.0
frogermcs/InstaMaterial;InstaMaterial;4997;9.37;1;4.7875;6.337771197353215;9.9375;29.39699974061979;4.0;2223.0
spring-attic/spring-mvc-showcase;spring-mvc-showcase;4997;12.81;0;5.172413793103448;3.653708229836541;9.448275862068966;23.661530260503607;3.0;1281.0
TeamAmaze/AmazeFileManager;AmazeFileManager;4995;9.69;66;7.283482142857143;10.65101832906646;28.245535714285715;164.87583931790743;10.0;31849.0
yipianfengye/android-zxingLibrary;android-zxingLibrary;4992;7.66;0;4.711538461538462;5.654598327778968;5.634615384615385;15.160714472399032;3.0;2018.0
android/views-widgets-samples;views-widgets-samples;4989;4.54;0;4.019736842105263;4.257300841738074;7.0131578947368425;20.963937344284094;9.0;7344.0
rubensousa/GravitySnapHelper;GravitySnapHelper;4987;7.56;14;6.375;5.498579361980693;57.875;144.14353740282635;3.0;610.0
DerekYRC/mini-spring;mini-spring;4984;3.35;0;3.4093959731543624;3.5426707076066384;5.080536912751678;20.48883040887901;5.0;2472.0
meefik/linuxdeploy;linuxdeploy;4984;11.59;37;7.162162162162162;7.350357643490345;35.891891891891895;117.70227759255468;2.0;2693.0
coobird/thumbnailator;thumbnailator;4973;8.67;0;4.062780269058296;4.839635069550888;93.55156950672645;851.3877280558396;7.0;19559.0
JodaOrg/joda-time;joda-time;4968;12.86;47;8.572710951526032;8.183960448902342;295.12028725314184;783.875866016245;17.0;91523.0
DingMouRen/LayoutManagerGroup;LayoutManagerGroup;4967;5.9;0;4.9523809523809526;4.292587081804547;9.142857142857142;38.492570770671406;3.0;2285.0
amitshekhariitbhu/RxJava2-Android-Samples;RxJava2-Android-Samples;4965;7.57;0;3.6648648648648647;4.362754907984621;6.286486486486487;41.61898061119088;3.0;3992.0
jetlinks/jetlinks-community;jetlinks-community;4964;4.22;18;8.583156404812456;8.826690172034409;12.256192498230714;63.48997980754872;6.0;43559.0
Devlight/NavigationTabBar;NavigationTabBar;4949;7.99;13;4.017241379310345;5.958162697916152;57.5;385.9049932212635;4.0;2538.0
traex/RippleEffect;RippleEffect;4940;9.44;0;3.4210526315789473;4.955759960561408;23.157894736842106;96.13546536440663;2.0;504.0
web3j/web3j;web3j;4916;7.55;108;4.282094594594595;8.608301520749198;33.1089527027027;192.36800262352006;46.0;39763.0
JSQLParser/JSqlParser;JSqlParser;4909;12.75;33;5.666666666666667;13.276545735494103;445.1125925925926;8277.242140054903;6.0;34903.0
ZhongFuCheng3y/austin;austin;4909;2.38;0;6.246987951807229;5.052658547482227;1.4457831325301205;4.9546206061169675;4.0;5985.0
deathmarine/Luyten;Luyten;4904;10.7;17;2.3488372093023258;4.1083223585067135;15.449612403100776;65.16347495984247;11.0;6750.0
Ramotion/folding-cell-android;folding-cell-android;4888;7.98;0;4.142857142857143;4.410870924536919;13.380952380952381;36.617035055228435;2.0;812.0
youlookwhat/CloudReader;CloudReader;4881;7.34;25;4.741869918699187;5.49541891248786;19.441056910569106;84.18979345775932;10.0;19377.0
Doikki/DKVideoPlayer;DKVideoPlayer;4877;6.95;32;5.326259946949602;6.278858051094664;46.753315649867375;392.3128253574369;6.0;18446.0
sofastack/sofa-boot;sofa-boot;4869;5.98;75;5.150943396226415;5.46715076908978;17.97598627787307;247.6803349247137;7.0;32365.0
bitcoinj/bitcoinj;bitcoinj;4848;10.35;5;7.027565084226646;10.589623618165147;99.52373660030628;856.7802730377194;44.0;47593.0
spring-cloud/spring-cloud-netflix;spring-cloud-netflix;4838;9.7;11;7.655339805825243;7.292278509177073;109.5;1013.3130883633862;5.0;7609.0
andkulikov/Transitions-Everywhere;Transitions-Everywhere;4832;9.44;23;6.870466321243524;6.058335438051762;25.72020725388601;222.83962135480508;11.0;9485.0
mcxiaoke/packer-ng-plugin;packer-ng-plugin;4827;8.33;1;2.806451612903226;2.4018723185788753;18.64516129032258;40.7680681393256;4.0;1776.0
jankotek/mapdb;mapdb;4822;11.6;0;3.2395437262357416;4.107819097596962;81.84790874524715;451.8972927336889;54.0;20198.0
claritylab/lucida;lucida;4807;9.86;0;6.548507462686567;7.529635331149415;23.51865671641791;74.07768478610961;5.0;23221.0
react-native-linear-gradient/react-native-linear-gradient;react-native-linear-gradient;4793;8.98;18;5.157894736842105;3.2969388975507;10.68421052631579;22.683294645083606;3.0;488.0
reactor/reactor-core;reactor-core;4792;8.37;163;7.080491132332878;8.226244701935642;122.29149613460665;2140.800907761313;43.0;199263.0
citerus/dddsample-core;dddsample-core;4789;9.14;0;6.810975609756097;6.477512811173538;6.774390243902439;23.424066792852226;4.0;4689.0
2227324689/gpmall;gpmall;4787;4.68;0;4.97877358490566;5.957160144437285;8.169811320754716;43.29015132626811;5.0;8865.0
WuKongOpenSource/WukongCRM-11.0-JAVA;WukongCRM-11.0-JAVA;4781;2.96;0;7.480672268907563;10.279772180095488;13.0296918767507;68.8090176583676;5.0;64304.0
litesuits/android-common;android-common;3643;9.82;0;3.5176470588235293;3.556640069126321;124.3529411764706;696.3113013399269;4.0;6519.0
lisawray/groupie;groupie;3641;7.56;28;5.096774193548387;5.378300719226362;29.903225806451612;140.7152286747672;5.0;3898.0
pingfangushi/screw;screw;3634;3.75;0;4.985294117647059;4.449033758478693;5.242647058823529;9.643266717927053;5.0;3941.0
VaughnVernon/IDDD_Samples;IDDD_Samples;3632;10.96;0;4.7373271889400925;5.568465489687844;27.327188940092167;93.31955660410156;12.0;28475.0
KunMinX/Linkage-RecyclerView;Linkage-RecyclerView;3616;4.92;0;6.4;6.258860386151246;10.386666666666667;24.334827351395415;3.0;2552.0
MovingBlocks/Terasology;Terasology;3615;13.06;69;6.094306049822064;7.764505628184304;24.953024911032028;168.5342819696781;14.0;111476.0
rockerhieu/emojicon;emojicon;3611;10.18;2;5.153846153846154;5.171611173529726;6.769230769230769;12.817179053733451;4.0;2971.0
yanzhenjie/AndServer;AndServer;3601;7.78;1;5.0233644859813085;6.283371906230745;48.05140186915888;244.2489961580252;5.0;12029.0
ByteLegend/ByteLegend;ByteLegend;3600;3.14;0;6.979661016949152;2.811524688052938;727.8440677966101;2313.2525790170894;2.0;104032.0
tyrantgit/ExplosionField;ExplosionField;3597;8.5;0;4.9;4.678675026115834;4.3;9.859513172565874;2.0;343.0
dongjunkun/DropDownMenu;DropDownMenu;3592;8.75;2;4.526315789473684;3.559544930297035;2.1578947368421053;4.132835879873807;2.0;513.0
networknt/light-4j;light-4j;3589;7.53;182;4.523339317773788;5.347686388590512;24.029622980251347;126.44662381276144;7.0;61555.0
shuzijun/leetcode-editor;leetcode-editor;3585;5.01;51;6.3141891891891895;5.989794362475894;20.385135135135137;114.28624114114054;9.0;13214.0
kikoso/android-stackblur;android-stackblur;3585;10.61;0;1.7560975609756098;3.6810688254634587;0.5853658536585366;1.8737676894311042;4.0;933.0
linhaojun857/aurora;aurora;3564;1.59;0;7.287625418060201;6.580925160394378;7.25752508361204;79.95607428213678;4.0;4956.0
tronprotocol/java-tron;java-tron;3563;6.24;76;8.908221797323137;11.236231116334809;74.06309751434034;1129.6378441169888;64.0;141366.0
johncarl81/parceler;parceler;3562;10.73;0;4.693181818181818;7.0674637898957515;16.588636363636365;219.36948150625307;23.0;10156.0
arimorty/floatingsearchview;floatingsearchview;3548;8.34;0;3.5703703703703704;7.092552944478681;26.28148148148148;242.01731348693806;3.0;4170.0
davideas/FlexibleAdapter;FlexibleAdapter;3546;8.89;30;6.024539877300613;7.606060644684501;102.30981595092024;1464.949817717745;8.0;15853.0
bilibili/MagicaSakura;MagicaSakura;3545;7.75;3;8.297619047619047;7.24861195563997;25.44047619047619;73.09360456527418;11.0;5367.0
geoserver/geoserver;geoserver;3540;12.37;42;7.19969434538971;8.585215164311718;43.20801494311428;397.8894329834531;68.0;729597.0
luontola/retrolambda;retrolambda;3539;10.68;0;2.475;5.243190027708958;9.004166666666666;43.47657395240441;7.0;4848.0
google/data-transfer-project;data-transfer-project;3538;6.21;61;6.869727047146402;7.921240827865302;7.024813895781637;20.87102969545326;5.0;29341.0
code4craft/netty-learning;netty-learning;3533;10.51;0;5.063573883161512;4.801139570898682;39.24914089347079;377.8164154331302;14.0;68759.0
WVector/AppUpdate;AppUpdate;3532;6.76;3;4.4375;5.965722399676338;37.140625;111.28284166756964;3.0;2925.0
JakeWharton/ThreeTenABP;ThreeTenABP;3532;8.72;0;4.285714285714286;1.6659862556700857;1.4285714285714286;2.1285234893930487;2.0;117.0
dropbox/hackpad;hackpad;3531;8.61;0;5.088852988691438;7.130914412927299;152.29886914378028;962.8667915837304;11.0;87731.0
andremion/Music-Player;Music-Player;3515;7.88;2;4.40625;3.621630977543129;5.03125;9.612766169916961;4.0;926.0
baoyongzhang/SwipeMenuListView;SwipeMenuListView;3509;9.58;2;4.393939393939394;4.760566517977086;15.242424242424242;39.6461854201066;4.0;1347.0
undertow-io/undertow;undertow;3506;11.68;0;5.145271368215795;6.339902668246286;35.76763080922977;490.1727713210575;16.0;158682.0
vert-x3/vertx-examples;vertx-examples;3505;9.08;0;4.841558441558441;2.7995060162279115;1.3636363636363635;3.5247145630370524;2.0;8882.0
bitcoin-wallet/bitcoin-wallet;bitcoin-wallet;3499;11.98;18;7.462532299741602;9.629601047108654;5.534883720930233;21.829044437602636;8.0;18187.0
ZHENFENG13/My-Blog;My-Blog;3497;5.05;0;4.758620689655173;5.748494090142176;29.551724137931036;61.944405668139815;4.0;2411.0
hmkcode/Android;Android;3496;10.56;0;4.696428571428571;3.4274086569944964;2.142857142857143;3.907084094622098;3.0;1387.0
codeestX/GeekNews;GeekNews;3491;7.62;0;4.626423690205011;5.21753078849707;10.009111617312072;37.60688529121294;5.0;11939.0
uber/NullAway;NullAway;3487;6.56;14;4.335968379446641;8.525118127158361;42.0;262.3362203168266;5.0;19214.0
spockframework/spock;spock;3483;13.28;24;5.3615160349854225;6.6022286218006885;34.67638483965015;184.42978926483576;18.0;23627.0
dingjikerbo/Android-BluetoothKit;Android-BluetoothKit;3475;8.46;0;4.074688796680498;5.42036103039576;18.70124481327801;74.91058264785632;3.0;8347.0
huburt-Hu/NewbieGuide;NewbieGuide;3460;6.65;20;4.3076923076923075;4.5328083000290915;10.435897435897436;64.7019973027405;3.0;1896.0
201206030/novel-plus;novel-plus;3454;3.89;23;6.373096446700508;7.2297599187721175;46.30964467005076;123.8373772265502;4.0;14682.0
watabou/pixel-dungeon;pixel-dungeon;3452;9.66;0;5.723480333730632;7.318388959977317;12.423122765196663;61.65116591873892;13.0;38623.0
sofastack/sofa-jraft;sofa-jraft;3446;5.05;29;6.181698485845951;8.314579120430905;74.58920342330481;311.66149458032123;18.0;145619.0
KingJA/LoadSir;LoadSir;3445;6.56;6;5.1891891891891895;4.323648595853237;4.013513513513513;11.908994151870125;3.0;1481.0
crossoverJie/SSM;SSM;3441;7.76;10;3.188073394495413;3.9638787595360836;110.80275229357798;430.3248000875693;2.0;12864.0
guolindev/giffun;giffun;3435;5.15;0;5.382845188284519;6.827053514315703;25.338912133891213;126.73346240916027;6.0;22397.0
openhab/openhab1-addons;openhab1-addons;3433;10.51;14;5.373608903020668;9.547534617419299;143.0900900900901;4985.5584428187185;41.0;359292.0
sherxon/AlgoDS;AlgoDS;3418;7.27;0;1.3380281690140845;0.831487077331865;1.4112676056338027;4.097046318266494;2.0;21217.0
yigit/android-priority-jobqueue;android-priority-jobqueue;3408;9.76;0;4.79155672823219;5.1950181589272635;10.839050131926122;44.939748055571904;11.0;14102.0
spring-cloud/spring-cloud-kubernetes;spring-cloud-kubernetes;3406;7.27;14;7.458424507658643;6.202537079840429;4.347921225382932;21.489740085424252;5.0;25317.0
alamkanak/Android-Week-View;Android-Week-View;3403;9.52;4;3.6296296296296298;7.066604549769695;238.33333333333334;1167.0265159322166;3.0;2003.0
querydsl/querydsl;querydsl;4539;12.64;35;5.203589108910891;6.188310362134337;42.900061881188115;572.7568775814289;23.0;98628.0
runelite/runelite;runelite;4538;7.9;0;6.18370230805464;8.347051685011074;41.1172868582195;1005.0764210967914;10.0;218294.0
Flipboard/bottomsheet;bottomsheet;4536;8.92;10;4.897058823529412;5.863997095643573;27.66176470588235;175.21311479705452;4.0;2578.0
jagrosh/MusicBot;MusicBot;4529;7.61;35;6.5777777777777775;6.562482216319233;9.1;53.154920332510656;14.0;3867.0
javagrowing/JGrowing;JGrowing;4526;5.07;0;1.5263157894736843;1.6341236522378972;1.9473684210526316;4.28551641806785;1.0;329.0
apache/rocketmq-externals;rocketmq-externals;4525;7.03;0;5.774703557312253;5.794967867046885;16.1699604743083;90.10217502078793;4.0;9956.0
DiUS/java-faker;java-faker;4525;12.8;0;4.115555555555556;6.368322840628381;40.74666666666667;390.33584718803365;2.0;6710.0
mik3y/usb-serial-for-android;usb-serial-for-android;4524;10.73;27;6.631578947368421;7.385694040122;36.80701754385965;86.79264230205013;5.0;7341.0
alibaba/QLExpress;QLExpress;4523;7.02;5;4.173252279635259;4.054013966466613;12.270516717325227;81.98489229965784;6.0;12251.0
rstudio/rstudio;rstudio;4522;13.3;0;5.601537568900493;10.976848964326479;348.1396866840731;12318.807301106666;13.0;222073.0
Netflix/ribbon;ribbon;4512;11.19;41;4.385915492957746;5.968256304550117;13.377464788732395;99.85626881544151;6.0;21788.0
